N,p,q
103494,11,103483
103496,13,103483
103498,41,103457
103500,17,103483
103502,19,103483
103504,47,103457
103506,23,103483
103508,37,103471
103510,53,103457
103512,29,103483
103514,3,103511
103516,5,103511
103518,7,103511
103520,37,103483
103522,11,103511
103524,13,103511
103526,43,103483
103528,17,103511
103530,19,103511
103532,3,103529
103534,5,103529
103536,7,103529
103538,67,103471
103540,11,103529
103542,13,103529
103544,61,103483
103546,17,103529
103548,19,103529
103550,67,103483
103552,3,103549
103554,5,103549
103556,3,103553
103558,5,103553
103560,7,103553
103562,13,103549
103564,3,103561
103566,5,103561
103568,7,103561
103570,3,103567
103572,5,103567
103574,7,103567
103576,3,103573
103578,5,103573
103580,3,103577
103582,5,103577
103584,7,103577
103586,3,103583
103588,5,103583
103590,7,103583
103592,19,103573
103594,3,103591
103596,5,103591
103598,7,103591
103600,17,103583
103602,11,103591
103604,13,103591
103606,23,103583
103608,17,103591
103610,19,103591
103612,29,103583
103614,23,103591
103616,3,103613
103618,5,103613
103620,7,103613
103622,3,103619
103624,5,103619
103626,7,103619
103628,37,103591
103630,11,103619
103632,13,103619
103634,43,103591
103636,17,103619
103638,19,103619
103640,67,103573
103642,23,103619
103644,31,103613
103646,3,103643
103648,5,103643
103650,7,103643
103652,61,103591
103654,3,103651
103656,5,103651
103658,7,103651
103660,3,103657
103662,5,103657
103664,7,103657
103666,23,103643
103668,11,103657
103670,13,103657
103672,3,103669
103674,5,103669
103676,7,103669
103678,59,103619
103680,11,103669
103682,13,103669
103684,3,103681
103686,5,103681
103688,7,103681
103690,3,103687
103692,5,103687
103694,7,103687
103696,53,103643
103698,11,103687
103700,13,103687
103702,3,103699
103704,5,103699
103706,3,103703
103708,5,103703
103710,7,103703
103712,13,103699
103714,11,103703
103716,13,103703
103718,19,103699
103720,17,103703
103722,19,103703
103724,37,103687
103726,3,103723
103728,5,103723
103730,7,103723
103732,29,103703
103734,11,103723
103736,13,103723
103738,227,103511
103740,17,103723
103742,19,103723
103744,41,103703
103746,23,103723
103748,61,103687
103750,47,103703
103752,29,103723
103754,31,103723
103756,53,103703
103758,59,103699
103760,37,103723
103762,59,103703
103764,41,103723
103766,43,103723
103768,149,103619
103770,47,103723
103772,3,103769
103774,5,103769
103776,7,103769
103778,79,103699
103780,11,103769
103782,13,103769
103784,61,103723
103786,17,103769
103788,19,103769
103790,3,103787
103792,5,103787
103794,7,103787
103796,73,103723
103798,11,103787
103800,13,103787
103802,79,103723
103804,3,103801
103806,5,103801
103808,7,103801
103810,23,103787
103812,11,103801
103814,3,103811
103816,3,103813
103818,5,103813
103820,7,103813
103822,11,103811
103824,11,103813
103826,13,103813
103828,17,103811
103830,17,103813
103832,19,103813
103834,23,103811
103836,23,103813
103838,37,103801
103840,3,103837
103842,5,103837
103844,3,103841
103846,3,103843
103848,5,103843
103850,7,103843
103852,11,103841
103854,11,103843
103856,13,103843
103858,17,103841
103860,17,103843
103862,19,103843
103864,23,103841
103866,23,103843
103868,31,103837
103870,3,103867
103872,5,103867
103874,7,103867
103876,89,103787
103878,11,103867
103880,13,103867
103882,41,103841
103884,17,103867
103886,19,103867
103888,47,103841
103890,23,103867
103892,3,103889
103894,5,103889
103896,7,103889
103898,31,103867
103900,11,103889
103902,13,103889
103904,37,103867
103906,3,103903
103908,5,103903
103910,7,103903
103912,23,103889
103914,11,103903
103916,3,103913
103918,5,103913
103920,7,103913
103922,3,103919
103924,5,103919
103926,7,103919
103928,61,103867
103930,11,103919
103932,13,103919
103934,31,103903
103936,17,103919
103938,19,103919
103940,37,103903
103942,23,103919
103944,31,103913
103946,43,103903
103948,29,103919
103950,31,103919
103952,109,103843
103954,3,103951
103956,5,103951
103958,7,103951
103960,41,103919
103962,11,103951
103964,13,103951
103966,3,103963
103968,5,103963
103970,3,103967
103972,3,103969
103974,5,103969
103976,7,103969
103978,11,103967
103980,11,103969
103982,3,103979
103984,3,103981
103986,5,103981
103988,7,103981
103990,11,103979
103992,11,103981
103994,3,103991
103996,3,103993
103998,5,103993
104000,3,103997
104002,5,103997
104004,7,103997
104006,3,104003
104008,5,104003
104010,7,104003
104012,3,104009
104014,5,104009
104016,7,104009
104018,37,103981
104020,11,104009
104022,13,104009
104024,3,104021
104026,5,104021
104028,7,104021
104030,37,103993
104032,11,104021
104034,13,104021
104036,3,104033
104038,5,104033
104040,7,104033
104042,61,103981
104044,11,104033
104046,13,104033
104048,67,103981
104050,3,104047
104052,5,104047
104054,7,104047
104056,3,104053
104058,5,104053
104060,7,104053
104062,3,104059
104064,5,104059
104066,7,104059
104068,47,104021
104070,11,104059
104072,13,104059
104074,41,104033
104076,17,104059
104078,19,104059
104080,47,104033
104082,23,104059
104084,31,104053
104086,53,104033
104088,29,104059
104090,3,104087
104092,3,104089
104094,5,104089
104096,7,104089
104098,11,104087
104100,11,104089
104102,13,104089
104104,17,104087
104106,17,104089
104108,19,104089
104110,3,104107
104112,5,104107
104114,7,104107
104116,3,104113
104118,5,104113
104120,7,104113
104122,3,104119
104124,5,104119
104126,3,104123
104128,5,104123
104130,7,104123
104132,13,104119
104134,11,104123
104136,13,104123
104138,19,104119
104140,17,104123
104142,19,104123
104144,31,104113
104146,23,104123
104148,29,104119
104150,3,104147
104152,3,104149
104154,5,104149
104156,7,104149
104158,11,104147
104160,11,104149
104162,13,104149
104164,3,104161
104166,5,104161
104168,7,104161
104170,23,104147
104172,11,104161
104174,13,104161
104176,3,104173
104178,5,104173
104180,7,104173
104182,3,104179
104184,5,104179
104186,3,104183
104188,5,104183
104190,7,104183
104192,13,104179
104194,11,104183
104196,13,104183
104198,19,104179
104200,17,104183
104202,19,104183
104204,31,104173
104206,23,104183
104208,29,104179
104210,3,104207
104212,5,104207
104214,7,104207
104216,37,104179
104218,11,104207
104220,13,104207
104222,43,104179
104224,17,104207
104226,19,104207
104228,67,104161
104230,23,104207
104232,53,104179
104234,3,104231
104236,3,104233
104238,5,104233
104240,7,104233
104242,3,104239
104244,5,104239
104246,3,104243
104248,5,104243
104250,7,104243
104252,13,104239
104254,11,104243
104256,13,104243
104258,19,104239
104260,17,104243
104262,19,104243
104264,31,104233
104266,23,104243
104268,29,104239
104270,31,104239
104272,29,104243
104274,31,104243
104276,37,104239
104278,47,104231
104280,37,104243
104282,43,104239
104284,3,104281
104286,5,104281
104288,7,104281
104290,3,104287
104292,5,104287
104294,7,104287
104296,53,104243
104298,11,104287
104300,3,104297
104302,5,104297
104304,7,104297
104306,19,104287
104308,11,104297
104310,13,104297
104312,3,104309
104314,3,104311
104316,5,104311
104318,7,104311
104320,11,104309
104322,11,104311
104324,13,104311
104326,3,104323
104328,5,104323
104330,3,104327
104332,5,104327
104334,7,104327
104336,13,104323
104338,11,104327
104340,13,104327
104342,19,104323
104344,17,104327
104346,19,104327
104348,37,104311
104350,3,104347
104352,5,104347
104354,7,104347
104356,29,104327
104358,11,104347
104360,13,104347
104362,53,104309
104364,17,104347
104366,19,104347
104368,41,104327
104370,23,104347
104372,3,104369
104374,5,104369
104376,7,104369
104378,31,104347
104380,11,104369
104382,13,104369
104384,3,104381
104386,3,104383
104388,5,104383
104390,7,104383
104392,11,104381
104394,11,104383
104396,3,104393
104398,5,104393
104400,7,104393
104402,3,104399
104404,5,104399
104406,7,104399
104408,61,104347
104410,11,104399
104412,13,104399
104414,31,104383
104416,17,104399
104418,19,104399
104420,3,104417
104422,5,104417
104424,7,104417
104426,43,104383
104428,11,104417
104430,13,104417
104432,109,104323
104434,17,104417
104436,19,104417
104438,127,104311
104440,23,104417
104442,43,104399
104444,61,104383
104446,29,104417
104448,31,104417
104450,67,104383
104452,53,104399
104454,37,104417
104456,73,104383
104458,41,104417
104460,43,104417
104462,3,104459
104464,5,104459
104466,7,104459
104468,157,104311
104470,11,104459
104472,13,104459
104474,3,104471
104476,3,104473
104478,5,104473
104480,7,104473
104482,3,104479
104484,5,104479
104486,7,104479
104488,17,104471
104490,11,104479
104492,13,104479
104494,3,104491
104496,5,104491
104498,7,104491
104500,29,104471
104502,11,104491
104504,13,104491
104506,47,104459
104508,17,104491
104510,19,104491
104512,41,104471
104514,23,104491
104516,3,104513
104518,5,104513
104520,7,104513
104522,31,104491
104524,11,104513
104526,13,104513
104528,37,104491
104530,3,104527
104532,5,104527
104534,7,104527
104536,23,104513
104538,11,104527
104540,3,104537
104542,5,104537
104544,7,104537
104546,3,104543
104548,5,104543
104550,7,104543
104552,3,104549
104554,3,104551
104556,5,104551
104558,7,104551
104560,11,104549
104562,11,104551
104564,3,104561
104566,5,104561
104568,7,104561
104570,19,104551
104572,11,104561
104574,13,104561
104576,97,104479
104578,17,104561
104580,19,104561
104582,3,104579
104584,5,104579
104586,7,104579
104588,37,104551
104590,11,104579
104592,13,104579
104594,43,104551
104596,3,104593
104598,5,104593
104600,3,104597
104602,5,104597
104604,7,104597
104606,13,104593
104608,11,104597
104610,13,104597
104612,19,104593
104614,17,104597
104616,19,104597
104618,67,104551
104620,23,104597
104622,29,104593
104624,31,104593
104626,3,104623
104628,5,104623
104630,7,104623
104632,53,104579
104634,11,104623
104636,13,104623
104638,41,104597
104640,17,104623
104642,3,104639
104644,5,104639
104646,7,104639
104648,97,104551
104650,11,104639
104652,13,104639
104654,3,104651
104656,5,104651
104658,7,104651
104660,37,104623
104662,3,104659
104664,5,104659
104666,7,104659
104668,17,104651
104670,11,104659
104672,13,104659
104674,23,104651
104676,17,104659
104678,19,104659
104680,3,104677
104682,5,104677
104684,3,104681
104686,3,104683
104688,5,104683
104690,7,104683
104692,11,104681
104694,11,104683
104696,3,104693
104698,5,104693
104700,7,104693
104702,19,104683
104704,3,104701
104706,5,104701
104708,7,104701
104710,3,104707
104712,5,104707
104714,3,104711
104716,5,104711
104718,7,104711
104720,3,104717
104722,5,104717
104724,7,104717
104726,3,104723
104728,5,104723
104730,7,104723
104732,3,104729
104734,5,104729
104736,7,104729
104738,31,104707
104740,11,104729
104742,13,104729
104744,37,104707
104746,3,104743
104748,5,104743
104750,7,104743
104752,23,104729
104754,11,104743
104756,13,104743
104758,29,104729
104760,17,104743
104762,3,104759
104764,3,104761
104766,5,104761
104768,7,104761
104770,11,104759
104772,11,104761
104774,13,104761
104776,3,104773
104778,5,104773
104780,7,104773
104782,3,104779
104784,5,104779
104786,7,104779
104788,29,104759
104790,11,104779
104792,3,104789
104794,5,104789
104796,7,104789
104798,19,104779
104800,11,104789
104802,13,104789
104804,3,104801
104806,3,104803
104808,5,104803
104810,7,104803
104812,11,104801
104814,11,104803
104816,13,104803
104818,17,104801
104820,17,104803
104822,19,104803
104824,23,104801
104826,23,104803
104828,67,104761
104830,3,104827
104832,5,104827
104834,3,104831
104836,5,104831
104838,7,104831
104840,13,104827
104842,11,104831
104844,13,104831
104846,19,104827
104848,17,104831
104850,19,104831
104852,3,104849
104854,3,104851
104856,5,104851
104858,7,104851
104860,11,104849
104862,11,104851
104864,13,104851
104866,17,104849
104868,17,104851
104870,19,104851
104872,3,104869
104874,5,104869
104876,7,104869
104878,29,104849
104880,11,104869
104882,3,104879
104884,5,104879
104886,7,104879
104888,19,104869
104890,11,104879
104892,13,104879
104894,3,104891
104896,5,104891
104898,7,104891
104900,31,104869
104902,11,104891
104904,13,104891
104906,37,104869
104908,17,104891
104910,19,104891
104912,43,104869
104914,3,104911
104916,5,104911
104918,7,104911
104920,3,104917
104922,5,104917
104924,7,104917
104926,47,104879
104928,11,104917
104930,13,104917
104932,41,104891
104934,17,104917
104936,3,104933
104938,5,104933
104940,7,104933
104942,31,104911
104944,11,104933
104946,13,104933
104948,31,104917
104950,3,104947
104952,5,104947
104954,7,104947
104956,3,104953
104958,5,104953
104960,7,104953
104962,3,104959
104964,5,104959
104966,7,104959
104968,89,104879
104970,11,104959
104972,13,104959
104974,3,104971
104976,5,104971
104978,7,104971
104980,47,104933
104982,11,104971
104984,13,104971
104986,53,104933
104988,17,104971
104990,3,104987
104992,5,104987
104994,7,104987
104996,37,104959
104998,11,104987
105000,13,104987
105002,3,104999
105004,5,104999
105006,7,104999
105008,37,104971
105010,11,104999
105012,13,104999
105014,43,104971
105016,17,104999
105018,19,104999
105020,61,104959
105022,3,105019
105024,5,105019
105026,3,105023
105028,5,105023
105030,7,105023
105032,13,105019
105034,3,105031
105036,5,105031
105038,7,105031
105040,3,105037
105042,5,105037
105044,7,105037
105046,23,105023
105048,11,105037
105050,13,105037
105052,29,105023
105054,17,105037
105056,19,105037
105058,59,104999
105060,23,105037
105062,31,105031
105064,41,105023
105066,29,105037
105068,31,105037
105070,47,105023
105072,41,105031
105074,3,105071
105076,5,105071
105078,7,105071
105080,43,105037
105082,11,105071
105084,13,105071
105086,67,105019
105088,17,105071
105090,19,105071
105092,61,105031
105094,23,105071
105096,59,105037
105098,61,105037
105100,3,105097
105102,5,105097
105104,7,105097
105106,83,105023
105108,11,105097
105110,3,105107
105112,5,105107
105114,7,105107
105116,19,105097
105118,11,105107
105120,13,105107
105122,103,105019
105124,17,105107
105126,19,105107
